Model,Data,Order,AIC,BIC,Test MSE,Test MAE,Test MAPE-like,Test R2
SARIMAX,unfiltered,"(3,0,1)x(1,0,1,24)",44891.80971892592,44967.502190524516,2062.2610752754204,21.53064363898838,1.2660972492138722,0.9672827269610959
